ward_2002,group,count_2000,est_2002,est_2004,est_2006,est_2008,count_2010
Milwaukee - C 270,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 270,vap_two,21,23,25,27,29,31
Milwaukee - C 270,vap_white,415,377,339,301,263,225
Milwaukee - C 271,vap,2271,2258.4,2245.8,2233.2,2220.6,2208
Milwaukee - C 271,vap_aian,10,8.8,7.6,6.4,5.199999999999999,4
Milwaukee - C 271,vap_asian,33,44.8,56.6,68.4,80.2,92
Milwaukee - C 271,vap_black,857,960.2,1063.4,1166.6,1269.8,1373
Milwaukee - C 271,vap_hisp,70,72.6,75.2,77.8,80.4,83
Milwaukee - C 271,vap_nhpi,3,2.6,2.2,1.8,1.4,1
Milwaukee - C 271,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 271,vap_two,36,36.6,37.2,37.8,38.4,39
Milwaukee - C 271,vap_white,1262,1132.6,1003.2,873.8,744.4,615
Milwaukee - C 272,vap,1277,1270.4,1263.8,1257.2,1250.6,1244
Milwaukee - C 272,vap_aian,6,6,6,6,6,6
Milwaukee - C 272,vap_asian,34,38,42,46,50,54
Milwaukee - C 272,vap_black,589,643.6,698.2,752.8,807.4,862
Milwaukee - C 272,vap_hisp,53,50.8,48.6,46.4,44.2,42
Milwaukee - C 272,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 272,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 272,vap_two,20,20.8,21.6,22.4,23.2,24
Milwaukee - C 272,vap_white,575,511,447,383,319,255
Milwaukee - C 273,vap,2378,2391,2404,2417,2430,2443
Milwaukee - C 273,vap_aian,9,9.6,10.2,10.8,11.4,12
Milwaukee - C 273,vap_asian,33,35.6,38.2,40.8,43.4,46
Milwaukee - C 273,vap_black,341,388.2,435.4,482.6,529.8,577
Milwaukee - C 273,vap_hisp,53,56,59,62,65,68
Milwaukee - C 273,vap_nhpi,2,2,2,2,2,2
Milwaukee - C 273,vap_other,0,0,0,0,0,0
Milwaukee - C 273,vap_two,22,26.8,31.6,36.4,41.2,46
Milwaukee - C 273,vap_white,1918,1872.8,1827.6,1782.4,1737.2,1692
Milwaukee - C 275,vap,1577,1570.2,1563.4,1556.6,1549.8,1543
Milwaukee - C 275,vap_aian,14,13.2,12.4,11.6,10.8,10
Milwaukee - C 275,vap_asian,43,39,35,31,27,23
Milwaukee - C 275,vap_black,377,389,401,413,425,437
Milwaukee - C 275,vap_hisp,63,66.6,70.2,73.8,77.4,81
Milwaukee - C 275,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 275,vap_other,4,4.2,4.4,4.6,4.8,5
Milwaukee - C 275,vap_two,33,32.4,31.8,31.2,30.6,30
Milwaukee - C 275,vap_white,1042,1025,1008,991,974,957
Milwaukee - C 276,vap,2027,2019.4,2011.8,2004.2,1996.6,1989
Milwaukee - C 276,vap_aian,18,16.6,15.2,13.8,12.399999999999999,11
Milwaukee - C 276,vap_asian,29,31.4,33.8,36.2,38.6,41
Milwaukee - C 276,vap_black,215,222.4,229.8,237.2,244.6,252
Milwaukee - C 276,vap_hisp,71,74.2,77.4,80.6,83.8,87
Milwaukee - C 276,vap_nhpi,2,1.6,1.2,0.8,0.3999999999999999,0
Milwaukee - C 276,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 276,vap_two,17,20,23,26,29,32
Milwaukee - C 276,vap_white,1675,1653,1631,1609,1587,1565
Milwaukee - C 277,vap,1115,1107.4,1099.8,1092.2,1084.6,1077
Milwaukee - C 277,vap_aian,9,8.2,7.4,6.6,5.8,5
Milwaukee - C 277,vap_asian,14,14.2,14.4,14.6,14.8,15
Milwaukee - C 277,vap_black,53,65.6,78.2,90.8,103.4,116
Milwaukee - C 277,vap_hisp,40,40.2,40.4,40.6,40.8,41
Milwaukee - C 277,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 277,vap_other,0,0,0,0,0,0
Milwaukee - C 277,vap_two,19,18.2,17.4,16.6,15.8,15
Milwaukee - C 277,vap_white,980,961,942,923,904,885
Milwaukee - C 278,vap,1203,1198.8,1194.6,1190.4,1186.2,1182
Milwaukee - C 278,vap_aian,8,7.2,6.4,5.6,4.8,4
Milwaukee - C 278,vap_asian,5,6.6,8.2,9.8,11.4,13
Milwaukee - C 278,vap_black,131,143.4,155.8,168.2,180.6,193
Milwaukee - C 278,vap_hisp,48,51,54,57,60,63
Milwaukee - C 278,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 278,vap_other,1,1.6,2.2,2.8,3.4000000000000004,4
Milwaukee - C 278,vap_two,16,18.4,20.8,23.2,25.6,28
Milwaukee - C 278,vap_white,993,969.8,946.6,923.4,900.2,877
Milwaukee - C 279,vap,1219,1224.2,1229.4,1234.6,1239.8,1245
Milwaukee - C 279,vap_aian,15,16.2,17.4,18.6,19.8,21
Milwaukee - C 279,vap_asian,86,88.2,90.4,92.6,94.8,97
Milwaukee - C 279,vap_black,406,413.2,420.4,427.6,434.8,442
Milwaukee - C 279,vap_hisp,41,52.8,64.6,76.4,88.2,100
Milwaukee - C 279,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 279,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 279,vap_two,28,30,32,34,36,38
Milwaukee - C 279,vap_white,642,622.8,603.6,584.4,565.2,546
Milwaukee - C 28,vap,994,990.6,987.2,983.8,980.4,977
Milwaukee - C 28,vap_aian,8,7.4,6.8,6.2,5.6,5
Milwaukee - C 28,vap_asian,16,14.8,13.6,12.4,11.2,10
Milwaukee - C 28,vap_black,550,583.8,617.6,651.4,685.2,719
Milwaukee - C 28,vap_hisp,32,32.2,32.4,32.6,32.8,33
Milwaukee - C 28,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 28,vap_other,2,1.8,1.6,1.4,1.2,1
Milwaukee - C 28,vap_two,10,11,12,13,14,15
Milwaukee - C 28,vap_white,376,339.6,303.2,266.8,230.4,194
Milwaukee - C 280,vap,882,884.2,886.4,888.6,890.8,893
Milwaukee - C 280,vap_aian,0,0.8,1.6,2.4,3.2,4
Milwaukee - C 280,vap_asian,13,16.2,19.4,22.6,25.8,29
Milwaukee - C 280,vap_black,30,40.6,51.2,61.8,72.4,83
Milwaukee - C 280,vap_hisp,21,27,33,39,45,51
Milwaukee - C 280,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 280,vap_other,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 280,vap_two,5,6.6,8.2,9.8,11.4,13
Milwaukee - C 280,vap_white,812,791.8,771.6,751.4,731.2,711
Milwaukee - C 281,vap,878,863.6,849.2,834.8,820.4,806
Milwaukee - C 281,vap_aian,18,16.4,14.8,13.2,11.6,10
Milwaukee - C 281,vap_asian,70,68.4,66.8,65.2,63.6,62
Milwaukee - C 281,vap_black,154,160.6,167.2,173.8,180.4,187
Milwaukee - C 281,vap_hisp,80,85,90,95,100,105
Milwaukee - C 281,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 281,vap_other,3,2.6,2.2,1.8,1.4,1
Milwaukee - C 281,vap_two,17,18,19,20,21,22
Milwaukee - C 281,vap_white,536,512.6,489.2,465.8,442.4,419
Milwaukee - C 282,vap,907,913,919,925,931,937
Milwaukee - C 282,vap_aian,5,4.8,4.6,4.4,4.2,4
Milwaukee - C 282,vap_asian,9,9,9,9,9,9
Milwaukee - C 282,vap_black,26,28,30,32,34,36
Milwaukee - C 282,vap_hisp,21,23.6,26.2,28.8,31.4,34
Milwaukee - C 282,vap_nhpi,1,1,1,1,1,1
Milwaukee - C 282,vap_other,0,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3
Milwaukee - C 282,vap_two,10,10.6,11.2,11.8,12.4,13
Milwaukee - C 282,vap_white,835,835.4,835.8,836.2,836.6,837
Milwaukee - C 283,vap,1152,1143,1134,1125,1116,1107
Milwaukee - C 283,vap_aian,9,9,9,9,9,9
Milwaukee - C 283,vap_asian,4,7.6,11.2,14.799999999999999,18.4,22
Milwaukee - C 283,vap_black,12,21.200000000000003,30.400000000000002,39.599999999999994,48.800000000000004,58
Milwaukee - C 283,vap_hisp,52,56.8,61.6,66.4,71.2,76
Milwaukee - C 283,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 283,vap_other,0,0.8,1.6,2.4,3.2,4
Milwaukee - C 283,vap_two,15,15.4,15.8,16.2,16.6,17
Milwaukee - C 283,vap_white,1060,1032.2,1004.4,976.6,948.8,921
Milwaukee - C 284,vap,1150,1150.4,1150.8,1151.2,1151.6,1152
Milwaukee - C 284,vap_aian,2,2.4,2.8,3.2,3.6,4
Milwaukee - C 284,vap_asian,18,17.4,16.8,16.2,15.6,15
Milwaukee - C 284,vap_black,7,16.200000000000003,25.400000000000002,34.599999999999994,43.800000000000004,53
Milwaukee - C 284,vap_hisp,42,48.4,54.8,61.2,67.6,74
Milwaukee - C 284,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 284,vap_other,0,0,0,0,0,0
Milwaukee - C 284,vap_two,18,16.4,14.8,13.2,11.6,10
Milwaukee - C 284,vap_white,1063,1049.4,1035.8,1022.2,1008.6,995
Milwaukee - C 285,vap,1033,1039.2,1045.4,1051.6,1057.8,1064
Milwaukee - C 285,vap_aian,3,4,5,6,7,8
Milwaukee - C 285,vap_asian,6,6.2,6.4,6.6,6.8,7
Milwaukee - C 285,vap_black,5,8.2,11.4,14.6,17.8,21
Milwaukee - C 285,vap_hisp,22,28,34,40,46,52
Milwaukee - C 285,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 285,vap_other,0,0,0,0,0,0
Milwaukee - C 285,vap_two,5,5.6,6.2,6.8,7.4,8
Milwaukee - C 285,vap_white,992,987.2,982.4,977.6,972.8,968
Milwaukee - C 286,vap,1250,1248.2,1246.4,1244.6,1242.8,1241
Milwaukee - C 286,vap_aian,7,6.6,6.2,5.8,5.4,5
Milwaukee - C 286,vap_asian,51,54.8,58.6,62.4,66.2,70
Milwaukee - C 286,vap_black,7,20.8,34.6,48.4,62.2,76
Milwaukee - C 286,vap_hisp,43,56,69,82,95,108
Milwaukee - C 286,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 286,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 286,vap_two,9,8.8,8.6,8.4,8.2,8
Milwaukee - C 286,vap_white,1133,1101,1069,1037,1005,973
Milwaukee - C 287,vap,1032,1068.6,1105.2,1141.8,1178.4,1215
Milwaukee - C 287,vap_aian,2,2.4,2.8,3.2,3.6,4
Milwaukee - C 287,vap_asian,43,44.2,45.4,46.6,47.8,49
Milwaukee - C 287,vap_black,6,11.8,17.6,23.4,29.200000000000003,35
Milwaukee - C 287,vap_hisp,24,28,32,36,40,44
Milwaukee - C 287,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 287,vap_other,0,0,0,0,0,0
Milwaukee - C 287,vap_two,3,4.6,6.2,7.8,9.4,11
Milwaukee - C 287,vap_white,953,976.8,1000.6,1024.4,1048.2,1072
Milwaukee - C 288,vap,1452,1447.4,1442.8,1438.2,1433.6,1429
Milwaukee - C 288,vap_aian,8,11.6,15.2,18.799999999999997,22.4,26
Milwaukee - C 288,vap_asian,30,27.8,25.6,23.4,21.2,19
Milwaukee - C 288,vap_black,18,27.6,37.2,46.8,56.400000000000006,66
Milwaukee - C 288,vap_hisp,83,103.2,123.4,143.6,163.8,184
Milwaukee - C 288,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 288,vap_other,0,0,0,0,0,0
Milwaukee - C 288,vap_two,20,22.8,25.6,28.4,31.200000000000003,34
Milwaukee - C 288,vap_white,1293,1254.4,1215.8,1177.2,1138.6,1100
Milwaukee - C 289,vap,1814,1811,1808,1805,1802,1799
Milwaukee - C 289,vap_aian,16,16.4,16.8,17.2,17.6,18
Milwaukee - C 289,vap_asian,33,29.8,26.6,23.4,20.2,17
Milwaukee - C 289,vap_black,153,165.8,178.6,191.4,204.2,217
Milwaukee - C 289,vap_hisp,77,102.6,128.2,153.8,179.4,205
Milwaukee - C 289,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 289,vap_other,2,2,2,2,2,2
Milwaukee - C 289,vap_two,20,21.8,23.6,25.4,27.2,29
Milwaukee - C 289,vap_white,1513,1472.4,1431.8,1391.2,1350.6,1310
Milwaukee - C 29,vap,941,945.4,949.8,954.2,958.6,963
Milwaukee - C 29,vap_aian,3,3.2,3.4,3.6,3.8,4
Milwaukee - C 29,vap_asian,42,49.2,56.4,63.599999999999994,70.8,78
Milwaukee - C 29,vap_black,573,599.2,625.4,651.6,677.8,704
Milwaukee - C 29,vap_hisp,17,17.8,18.6,19.4,20.2,21
Milwaukee - C 29,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 29,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 29,vap_two,3,4.4,5.800000000000001,7.2,8.600000000000001,10
Milwaukee - C 29,vap_white,302,270.8,239.6,208.4,177.2,146
Milwaukee - C 290,vap,976,987.8,999.6,1011.4,1023.2,1035
Milwaukee - C 290,vap_aian,50,45.6,41.2,36.8,32.4,28
Milwaukee - C 290,vap_asian,47,48,49,50,51,52
Milwaukee - C 290,vap_black,80,82.4,84.8,87.2,89.6,92
Milwaukee - C 290,vap_hisp,341,380.6,420.2,459.8,499.4,539
Milwaukee - C 290,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 290,vap_other,1,1.4,1.8,2.2,2.6,3
Milwaukee - C 290,vap_two,22,21.6,21.2,20.8,20.4,20
Milwaukee - C 290,vap_white,435,408.2,381.4,354.6,327.8,301
Milwaukee - C 291,vap,738,734,730,726,722,718
Milwaukee - C 291,vap_aian,17,14,11,8,5,2
Milwaukee - C 291,vap_asian,66,60.2,54.4,48.6,42.8,37
Milwaukee - C 291,vap_black,27,24.4,21.8,19.2,16.6,14
Milwaukee - C 291,vap_hisp,299,337,375,413,451,489
Milwaukee - C 291,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 291,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 291,vap_two,10,9.4,8.8,8.2,7.6,7
Milwaukee - C 291,vap_white,318,288.2,258.4,228.60000000000002,198.8,169
Milwaukee - C 292,vap,1271,1277.4,1283.8,1290.2,1296.6,1303
Milwaukee - C 292,vap_aian,14,14.4,14.8,15.2,15.6,16
Milwaukee - C 292,vap_asian,99,93.4,87.8,82.2,76.6,71
Milwaukee - C 292,vap_black,28,32.4,36.8,41.2,45.6,50
Milwaukee - C 292,vap_hisp,601,643.2,685.4,727.6,769.8,812
Milwaukee - C 292,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 292,vap_other,0,0,0,0,0,0
Milwaukee - C 292,vap_two,24,20.6,17.2,13.8,10.399999999999999,7
Milwaukee - C 292,vap_white,505,473.4,441.8,410.2,378.6,347
Milwaukee - C 293,vap,791,794.8,798.6,802.4,806.2,810
Milwaukee - C 293,vap_aian,25,23.4,21.8,20.2,18.6,17
Milwaukee - C 293,vap_asian,46,44.4,42.8,41.2,39.6,38
Milwaukee - C 293,vap_black,29,32,35,38,41,44
Milwaukee - C 293,vap_hisp,317,358.4,399.8,441.2,482.6,524
Milwaukee - C 293,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 293,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 293,vap_two,40,33,26,19,12,5
Milwaukee - C 293,vap_white,333,302.8,272.6,242.4,212.2,182
Milwaukee - C 294,vap,862,889,916,943,970,997
Milwaukee - C 294,vap_aian,29,27.8,26.6,25.4,24.2,23
Milwaukee - C 294,vap_asian,61,57.2,53.4,49.6,45.8,42
Milwaukee - C 294,vap_black,29,36.4,43.8,51.2,58.6,66
Milwaukee - C 294,vap_hisp,313,370.8,428.6,486.4,544.2,602
Milwaukee - C 294,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 294,vap_other,3,2.4,1.7999999999999998,1.2000000000000002,0.5999999999999996,0
Milwaukee - C 294,vap_two,10,11.6,13.2,14.8,16.4,18
Milwaukee - C 294,vap_white,417,382.8,348.6,314.4,280.2,246
Milwaukee - C 295,vap,1492,1517.2,1542.4,1567.6,1592.8,1618
Milwaukee - C 295,vap_aian,26,24.4,22.8,21.2,19.6,18
Milwaukee - C 295,vap_asian,67,69.8,72.6,75.4,78.2,81
Milwaukee - C 295,vap_black,22,26.2,30.4,34.6,38.8,43
Milwaukee - C 295,vap_hisp,507,604.2,701.4,798.5999999999999,895.8,993
Milwaukee - C 295,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 295,vap_other,0,0,0,0,0,0
Milwaukee - C 295,vap_two,17,17.2,17.4,17.6,17.8,18
Milwaukee - C 295,vap_white,853,775.4,697.8,620.2,542.5999999999999,465
Milwaukee - C 296,vap,1915,1947.8,1980.6,2013.4,2046.2,2079
Milwaukee - C 296,vap_aian,25,24.4,23.8,23.2,22.6,22
Milwaukee - C 296,vap_asian,158,143.8,129.6,115.4,101.19999999999999,87
Milwaukee - C 296,vap_black,43,44.8,46.6,48.4,50.2,52
Milwaukee - C 296,vap_hisp,712,852.2,992.4000000000001,1132.6,1272.8000000000002,1413
Milwaukee - C 296,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 296,vap_other,2,1.6,1.2,0.8,0.3999999999999999,0
Milwaukee - C 296,vap_two,36,32.2,28.4,24.6,20.799999999999997,17
Milwaukee - C 296,vap_white,939,848.8,758.6,668.4000000000001,578.2,488
Milwaukee - C 297,vap,671,678.2,685.4,692.6,699.8,707
Milwaukee - C 297,vap_aian,4,3.8,3.6,3.4,3.2,3
Milwaukee - C 297,vap_asian,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 297,vap_black,640,644,648,652,656,660
Milwaukee - C 297,vap_hisp,8,9.8,11.6,13.399999999999999,15.2,17
Milwaukee - C 297,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 297,vap_other,0,0,0,0,0,0
Milwaukee - C 297,vap_two,6,7,8,9,10,11
Milwaukee - C 297,vap_white,13,13.4,13.8,14.2,14.6,15
Milwaukee - C 298,vap,1100,1092,1084,1076,1068,1060
Milwaukee - C 298,vap_aian,2,2,2,2,2,2
Milwaukee - C 298,vap_asian,2,3.2,4.4,5.6,6.800000000000001,8
Milwaukee - C 298,vap_black,1039,1028.2,1017.4,1006.6,995.8,985
Milwaukee - C 298,vap_hisp,26,27.6,29.2,30.8,32.4,34
Milwaukee - C 298,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 298,vap_other,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 298,vap_two,14,12.8,11.6,10.4,9.2,8
Milwaukee - C 298,vap_white,17,17.8,18.6,19.4,20.2,21
Milwaukee - C 299,vap,1477,1459.8,1442.6,1425.4,1408.2,1391
Milwaukee - C 299,vap_aian,2,2.6,3.2,3.8,4.4,5
Milwaukee - C 299,vap_asian,12,13,14,15,16,17
Milwaukee - C 299,vap_black,1375,1355.2,1335.4,1315.6,1295.8,1276
Milwaukee - C 299,vap_hisp,25,26.2,27.4,28.6,29.8,31
Milwaukee - C 299,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 299,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 299,vap_two,18,20,22,24,26,28
Milwaukee - C 299,vap_white,44,42,40,38,36,34
Milwaukee - C 3,vap,1244,1244.8,1245.6,1246.4,1247.2,1248
Milwaukee - C 3,vap_aian,4,3.8,3.6,3.4,3.2,3
Milwaukee - C 3,vap_asian,1,1,1,1,1,1
Milwaukee - C 3,vap_black,1100,1110.6,1121.2,1131.8,1142.4,1153
Milwaukee - C 3,vap_hisp,17,18.2,19.4,20.6,21.8,23
Milwaukee - C 3,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 3,vap_other,0,0,0,0,0,0
Milwaukee - C 3,vap_two,17,16.8,16.6,16.4,16.2,16
Milwaukee - C 3,vap_white,105,94.2,83.4,72.6,61.8,51
Milwaukee - C 30,vap,1263,1270,1277,1284,1291,1298
Milwaukee - C 30,vap_aian,3,3,3,3,3,3
Milwaukee - C 30,vap_asian,52,63.8,75.6,87.4,99.2,111
Milwaukee - C 30,vap_black,647,695.6,744.2,792.8,841.4,890
Milwaukee - C 30,vap_hisp,26,27,28,29,30,31
Milwaukee - C 30,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 30,vap_other,0,0,0,0,0,0
Milwaukee - C 30,vap_two,14,17,20,23,26,29
Milwaukee - C 30,vap_white,521,463.6,406.2,348.8,291.4,234
Milwaukee - C 300,vap,1037,1047.6,1058.2,1068.8,1079.4,1090
Milwaukee - C 300,vap_aian,8,7.4,6.8,6.2,5.6,5
Milwaukee - C 300,vap_asian,86,97.4,108.8,120.19999999999999,131.6,143
Milwaukee - C 300,vap_black,817,818,819,820,821,822
Milwaukee - C 300,vap_hisp,43,42.4,41.8,41.2,40.6,40
Milwaukee - C 300,vap_nhpi,4,3.2,2.4,1.6,0.7999999999999998,0
Milwaukee - C 300,vap_other,0,0,0,0,0,0
Milwaukee - C 300,vap_two,17,17.2,17.4,17.6,17.8,18
Milwaukee - C 300,vap_white,62,62,62,62,62,62
Milwaukee - C 301,vap,1036,1019,1002,985,968,951
Milwaukee - C 301,vap_aian,2,1.8,1.6,1.4,1.2,1
Milwaukee - C 301,vap_asian,18,20.4,22.8,25.2,27.6,30
Milwaukee - C 301,vap_black,902,892.4,882.8,873.2,863.6,854
Milwaukee - C 301,vap_hisp,47,43,39,35,31,27
Milwaukee - C 301,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 301,vap_other,0,0.8,1.6,2.4,3.2,4
Milwaukee - C 301,vap_two,9,9.4,9.8,10.2,10.6,11
Milwaukee - C 301,vap_white,58,51.2,44.4,37.6,30.799999999999997,24
Milwaukee - C 302,vap,1355,1341.4,1327.8,1314.2,1300.6,1287
Milwaukee - C 302,vap_aian,10,8.6,7.199999999999999,5.8,4.3999999999999995,3
Milwaukee - C 302,vap_asian,17,19,21,23,25,27
Milwaukee - C 302,vap_black,1154,1150.4,1146.8,1143.2,1139.6,1136
Milwaukee - C 302,vap_hisp,48,46.2,44.4,42.6,40.8,39
Milwaukee - C 302,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 302,vap_other,2,2.2,2.4,2.6,2.8,3
Milwaukee - C 302,vap_two,26,25.4,24.8,24.2,23.6,23
Milwaukee - C 302,vap_white,98,89.6,81.2,72.8,64.4,56
Milwaukee - C 303,vap,1110,1101.2,1092.4,1083.6,1074.8,1066
Milwaukee - C 303,vap_aian,0,0.8,1.6,2.4,3.2,4
Milwaukee - C 303,vap_asian,19,17.6,16.2,14.8,13.399999999999999,12
Milwaukee - C 303,vap_black,931,925.2,919.4,913.6,907.8,902
Milwaukee - C 303,vap_hisp,18,20.4,22.8,25.2,27.6,30
Milwaukee - C 303,vap_nhpi,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 303,vap_other,1,1,1,1,1,1
Milwaukee - C 303,vap_two,18,18.6,19.2,19.8,20.4,21
Milwaukee - C 303,vap_white,123,117.2,111.4,105.6,99.8,94
Milwaukee - C 304,vap,989,980.2,971.4,962.6,953.8,945
Milwaukee - C 304,vap_aian,10,8.4,6.8,5.2,3.5999999999999996,2
Milwaukee - C 304,vap_asian,21,23.4,25.8,28.2,30.6,33
Milwaukee - C 304,vap_black,721,721.8,722.6,723.4,724.2,725
Milwaukee - C 304,vap_hisp,34,37.2,40.4,43.6,46.8,50
Milwaukee - C 304,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 304,vap_other,1,1,1,1,1,1
Milwaukee - C 304,vap_two,13,15.4,17.8,20.2,22.6,25
Milwaukee - C 304,vap_white,189,173,157,141,125,109
Milwaukee - C 305,vap,1031,1026.6,1022.2,1017.8,1013.4,1009
Milwaukee - C 305,vap_aian,5,5.2,5.4,5.6,5.8,6
Milwaukee - C 305,vap_asian,32,31.8,31.6,31.4,31.2,31
Milwaukee - C 305,vap_black,719,714.8,710.6,706.4,702.2,698
Milwaukee - C 305,vap_hisp,28,28.6,29.2,29.8,30.4,31
Milwaukee - C 305,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 305,vap_other,0,0,0,0,0,0
Milwaukee - C 305,vap_two,20,19.2,18.4,17.6,16.8,16
Milwaukee - C 305,vap_white,227,227,227,227,227,227
Milwaukee - C 306,vap,1124,1104.2,1084.4,1064.6,1044.8,1025
Milwaukee - C 306,vap_aian,9,7.8,6.6,5.4,4.199999999999999,3
Milwaukee - C 306,vap_asian,102,107.4,112.8,118.2,123.6,129
Milwaukee - C 306,vap_black,834,816.4,798.8,781.2,763.6,746
Milwaukee - C 306,vap_hisp,53,52.8,52.6,52.4,52.2,52
Milwaukee - C 306,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 306,vap_other,3,2.4,1.7999999999999998,1.2000000000000002,0.5999999999999996,0
Milwaukee - C 306,vap_two,13,14.4,15.8,17.2,18.6,20
Milwaukee - C 306,vap_white,110,103,96,89,82,75
Milwaukee - C 307,vap,1244,1197.8,1151.6,1105.4,1059.2,1013
Milwaukee - C 307,vap_aian,16,13.6,11.2,8.8,6.399999999999999,4
Milwaukee - C 307,vap_asian,63,60.6,58.2,55.8,53.4,51
Milwaukee - C 307,vap_black,648,644.6,641.2,637.8,634.4,631
Milwaukee - C 307,vap_hisp,59,68.8,78.6,88.4,98.2,108
Milwaukee - C 307,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 307,vap_other,2,1.8,1.6,1.4,1.2,1
Milwaukee - C 307,vap_two,13,15.8,18.6,21.4,24.200000000000003,27
Milwaukee - C 307,vap_white,443,392.6,342.2,291.8,241.39999999999998,191
Milwaukee - C 308,vap,871,876.4,881.8,887.2,892.6,898
Milwaukee - C 308,vap_aian,2,1.6,1.2,0.8,0.3999999999999999,0
Milwaukee - C 308,vap_asian,257,277.8,298.6,319.4,340.2,361
Milwaukee - C 308,vap_black,475,468,461,454,447,440
Milwaukee - C 308,vap_hisp,28,25.4,22.8,20.2,17.6,15
Milwaukee - C 308,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 308,vap_other,0,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3
Milwaukee - C 308,vap_two,54,46.8,39.6,32.400000000000006,25.2,18
Milwaukee - C 308,vap_white,55,56.2,57.4,58.6,59.8,61
Milwaukee - C 309,vap,969,991.6,1014.2,1036.8,1059.4,1082
Milwaukee - C 309,vap_aian,9,7.4,5.8,4.2,2.5999999999999996,1
Milwaukee - C 309,vap_asian,45,48.8,52.6,56.4,60.2,64
Milwaukee - C 309,vap_black,801,820.8,840.6,860.4,880.2,900
Milwaukee - C 309,vap_hisp,49,51.8,54.6,57.4,60.2,63
Milwaukee - C 309,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 309,vap_other,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 309,vap_two,9,10.6,12.2,13.8,15.4,17
Milwaukee - C 309,vap_white,55,51,47,43,39,35
Milwaukee - C 31,vap,1500,1493.8,1487.6,1481.4,1475.2,1469
Milwaukee - C 31,vap_aian,4,4.4,4.8,5.2,5.6,6
Milwaukee - C 31,vap_asian,118,123.8,129.6,135.4,141.2,147
Milwaukee - C 31,vap_black,570,641.8,713.6,785.4,857.2,929
Milwaukee - C 31,vap_hisp,40,40.2,40.4,40.6,40.8,41
Milwaukee - C 31,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 31,vap_other,1,1,1,1,1,1
Milwaukee - C 31,vap_two,27,25,23,21,19,17
